form_date,gross_ret,n_held,med_mktcap,turnover,cost,net_ret,bench_ret,value_gross,value_net,value_bench,peak,drawdown,excess
2018-04-30,0.060402978268160004,25,1370.6658,0.4,0.0016,0.05880297826816001,0.04380128866744945,6776.935449804282,5785.253087162733,8203.80044630508,5810.879967779349,-0.004410154874771699,0.015001689600710556
2018-05-31,0.0310382,25,1524.60402,0.4,0.0016,0.029438199999999998,0.009517356942102305,6987.279327682398,5955.560524593247,8281.878943434343,5955.560524593247,0,0.019920843057897694
2018-06-30,0.022129160000000005,25,2392.40118,0.31999999999999995,0.0012799999999999997,0.020849160000000005,0.022135177539782246,7141.901949889373,6079.728958860175,8465.199804210246,6079.728958860175,0,-0.0012860175397822401
2018-07-31,0.11408712,25,1385.8953000000001,0.31999999999999995,0.0012799999999999997,0.11280712,0.04079444473743542,7956.700974674636,6765.565673089791,8810.53292981445,6765.565673089791,0,0.07201267526256458
2018-08-31,-0.03586512,25,1790.0946099999999,0.31999999999999995,0.0012799999999999997,-0.03714512,-0.014747233376249306,7671.3329394138145,6514.25792429499,8680.601944529348,6765.565673089791,-0.03714512000000003,-0.02239788662375069
2018-09-30,-0.16058240000000001,25,1628.8861600000002,0.31999999999999995,0.0012799999999999997,-0.16186240000000002,-0.10273277488938053,6439.45188480369,5459.844502449585,7788.8196190576955,6765.565673089791,-0.19299512172851196,-0.05912962511061949
2018-10-31,0.01869472,25,1159.284,0.28,0.0011200000000000001,0.017574720000000002,0.019300929007210203,6559.835634743567,5555.799740823676,7939.1510735750935,6765.565673089791,-0.1788122369542564,-0.0017262090072102006
2018-11-30,-0.12919124,25,1232.88498,0.4,0.0016,-0.13079124,-0.1135089346704561,5712.362334894859,4829.149803529669,7037.986493025777,6765.565673089791,-0.2862164027558354,-0.017282305329543904
2018-12-31,0.1788756,25,1145.6718,0.28,0.0011200000000000001,0.17775559999999999,0.11197012913332836,6734.164574966577,5687.558224345968,7826.0307494884955,6765.565673089791,-0.15933737115754054,0.06578547086667162
2019-01-31,0.02484128,25,1502.16455,0.48,0.0019199999999999998,0.022921280000000002,0.05103871658815884,6901.449842739402,5817.924338922505,8225.461314921853,6765.565673089791,-0.1400683076563063,-0.028117436588158837
2019-02-28,0.045349879999999995,25,1365.45822,0.36,0.0014399999999999999,0.04390988,-0.012293360532270647,7214.429764933653,6073.38869849367,8124.342753433275,6765.565673089791,-0.10230881023729799,0.056203240532270646
2019-03-31,0.033631600000000005,25,1090.3146000000002,0.6799999999999999,0.0027199999999999998,0.030911600000000004,0.03734284769316286,7457.062581015996,6261.126860586027,8427.728847481783,6765.565673089791,-0.07455973925582926,-0.0064312476931628546
2019-04-30,-0.1318748,25,1402.1604000000002,0.43999999999999995,0.0017599999999999998,-0.1336348,-0.07979902420242024,6473.663944557029,5424.422424796985,7755.204309210149,6765.565673089791,-0.19823076341232437,-0.053835775797579755
2019-05-31,0.10658664,25,1062.33384,0.4,0.0016,0.10498663999999999,0.07758897189442794,7163.670032896509,5993.914309117074,8356.922638393004,6765.565673089791,-0.1140557052076192,0.02739766810557205
2019-06-30,-0.05650596000000001,25,1523.48535,0.19999999999999996,7.999999999999998e-4,-0.05730596000000001,0.0063351146068606565,6758.87998056446,5650.427295475383,8409.86470106789,6765.565673089791,-0.1648255935272196,-0.06364107460686066
2019-07-31,-0.14834108000000001,25,1245.2201100000002,0.31999999999999995,0.0012799999999999997,-0.14962108000000002,-0.04941256069678824,5756.260424657149,4805.004261064877,7994.311751074596,6765.565673089791,-0.28978529021203603,-0.10020851930321178
2019-08-31,0.02574828,25,893.6340600000001,0.36,0.0014399999999999999,0.024308279999999998,0.019878505428881657,5904.474229824141,4921.805650044036,8153.226720618506,6765.565673089791,-0.27252119218639126,0.004429774571118341
2019-09-30,-0.020159960000000005,25,765.57864,0.36,0.0014399999999999999,-0.021599960000000005,0.018728671957147985,5785.440265529855,4815.494844875311,8305.925829261223,6765.565673089791,-0.2882347053360129,-0.04032863195714799
2019-10-31,0.0228666,25,803.17826,0.31999999999999995,0.0012799999999999997,0.0215866,0.04639400007914678,5917.733613905621,4919.445005893696,8691.270952841356,6765.565673089791,-0.2728701126262193,-0.024807400079146776
2019-11-30,0.06407348,25,943.1663000000001,0.4,0.0016,0.062473480000000005,0.032982475242195906,6296.90340026153,5226.7798550804955,8977.930581866662,6765.565673089791,-0.2274437781499713,0.0294910047578041
2019-12-31,-0.10155563999999999,25,882.8159999999999,0.4,0.0016,-0.10315563999999999,-0.025375564803467834,5657.417345429793,4687.608033990559,8750.11052258547,6765.565673089791,-0.30713730965089303,-0.07778007519653216
2020-01-31,-0.04915372,25,1039.27824,0.6,0.0024,-0.05155372,-0.08349389433779139,5379.334237309395,4445.94440193646,8019.5297191687205,6765.565673089791,-0.3428569587875975,0.031940174337791394
2020-02-29,-0.32105508747424,25,712.40985,0.4,0.0016,-0.32265508747424,-0.2123837841565462,3652.271613196853,3011.4378220240433,6316.311650255784,6765.565673089791,-0.5548875042330734,-0.11027130331769378
2020-03-31,0.43588568,25,728.7719599999999,0.72,0.0028799999999999997,0.43300568,0.15933039180672268,5244.24450885986,4315.407503927283,7322.692060264404,6765.565673089791,-0.36215126532701825,0.27367528819327736
2020-04-30,0.06335479999999999,25,727.81203,0.43999999999999995,0.0017599999999999998,0.06159479999999999,0.07416182098765545,5576.492570869775,4581.214166050183,7865.756237985458,6765.565673089791,-0.32286310008458297,-0.012567020987655456
2020-05-31,0.1221134,25,918.2518899999999,0.43999999999999995,0.0017599999999999998,0.1203534,0.034430744969371936,6257.457038773423,5132.578867062487,8136.580085006783,6765.565673089791,-0.2413673719143028,0.08592265503062807
2020-06-30,-0.03405912,25,990.7345,0.28,0.0011200000000000001,-0.03517912,0.032813771573777316,6044.333558594994,4952.019259188632,8403.571965307941,6765.565673089791,-0.26805540017364493,-0.06799289157377732
2020-07-31,0.01897588,25,1085.5369500000002,0.48,0.0019199999999999998,0.017055880000000002,0.05404716266944734,6159.030106882866,5036.480305431042,8857.761186321346,6765.565673089791,-0.2555714409123585,-0.03699128266944734
